Campaign Number,Start Date,End Date,Channel,Channel_id,CampaignType,Campaign_type_id,Client,Client_id,Address,City,State,Zip,Email,Contact,Gender,Age,Audience_id,Target Location,Location_id,Views,Likes,Clicks,Conversions,Expense,Total Sales,Executive,Executive_id
C326,2023-08-07,2023-09-02,Email,CH002,Sign Up,CT001,Reyes-Rios,CL 030,49937 Christopher Unions,Gutierrezmouth,MI,13751-5785,cunninghamjerry@gmail.com,Eric Davis,Adults,18-40,AU001,Japan,LO005,87703.0,8204.0,4645.0,887.0,12946.83,0.0,Wesley Simon,EX005
C327,2023-08-30,2023-09-21,Email,CH002,Sales,CT002,Wall-Cruz,CL 073,7470 Harris Roads Suite 137,Brookefort,MP,32507,davidponce@turner-copeland.com,Robert Cruz,Adults,40-60,AU007,UK,LO006,60789.0,1031.0,3978.0,203.0,49281.33,56528.55,Becky Brown,EX006
C328,2023-12-19,2024-01-06,YouTube,CH001,Sales,CT002,Cooper-Alexander,CL 039,01438 Kristin Fords Apt. 626,Port Paula,WA,20979-6415,gchavez@yang.com,Alexandria Hansen,Male,40-60,AU003,USA,LO001,66048.0,2876.0,4524.0,845.0,6571.8,70230.12,Thomas Ryan,EX003
C329,2023-05-15,2023-06-14,Email,CH002,Sales,CT002,Jackson Inc,CL 015,96299 Miller Spur,Jensenfurt,CA,97794-3156,jeremy09@yahoo.com,Karen Rivers,Male,18-40,AU009,UK,LO006,96490.0,2899.0,939.0,139.0,26033.35,31457.16,Thomas Ryan,EX003
C330,2023-10-06,2023-10-30,Facebook,CH005,Sign Up,CT001,Valentine-Dunn,CL 027,723 Julia Burg,Bartonhaven,VT,86914,gharrington@yahoo.com,Nathan May,Seniors,60+,AU006,USA,LO001,50549.0,4308.0,3785.0,544.0,49886.09,0.0,Melissa Haynes,EX008
C331,2023-12-21,2024-01-14,YouTube,CH001,Sign Up,CT001,"Cohen, Williams and Hess",CL 061,93243 Lee Loop Apt. 832,North Jonathanland,MP,43605-6685,shawn39@gmail.com,Mr. Nicholas Ramirez,Male,18-40,AU009,India,LO008,58419.0,2128.0,2907.0,555.0,24439.4,0.0,Jesus Rivera,EX004
C332,2023-11-15,2023-11-19,YouTube,CH001,Sign Up,CT001,Thomas-Proctor,CL 031,820 Butler Streets Suite 875,North Denisehaven,WV,66736-0964,brownmario@leonard.com,Angela Moore,Seniors,60+,AU006,UK,LO006,93232.0,7885.0,1113.0,376.0,31124.41,0.0,Wesley Simon,EX005
C333,2023-09-27,2023-10-23,YouTube,CH001,Sales,CT002,Mcbride-Finley,CL 029,438 Brent Roads Apt. 855,Tylerburgh,NY,69473,mcclainhannah@jensen-gilbert.com,Michael Freeman,Female,60+,AU002,UK,LO006,29410.0,6925.0,1174.0,891.0,37983.27,57723.65,Jesus Rivera,EX004
C334,2023-02-15,2023-02-24,TikTok,CH003,Sign Up,CT001,Griffin Inc,CL 065,Unit 3822 Box 8338,DPO AE 21031-0227,,,dixonamber@hotmail.com,Theodore Murphy,Adults,18-40,AU001,India,LO008,93255.0,8429.0,3795.0,343.0,34587.26,0.0,Brandon Townsend Jr.,EX002
C335,2023-02-10,2023-03-11,YouTube,CH001,Sales,CT002,Valentine-Dunn,CL 027,723 Julia Burg,Bartonhaven,VT,86914,gharrington@yahoo.com,Nathan May,Female,18-40,AU004,UK,LO006,19199.0,2624.0,4596.0,733.0,23198.06,38005.0,Melissa Haynes,EX008
C336,2023-11-16,2023-11-28,YouTube,CH001,Sign Up,CT001,Ross Group,CL 008,2397 Allison Knolls Suite 213,Jacksonside,WV,58803-3895,kristopher99@romero.org,Lauren Graham,Male,60+,AU005,Japan,LO005,94024.0,1269.0,4898.0,155.0,6315.92,0.0,Brandon Townsend Jr.,EX002
C337,2023-04-16,2023-05-16,Facebook,CH005,Sales,CT002,White Ltd,CL 005,172 Angela Crescent Apt. 306,North Laura,HI,69094-7497,jeremy56@gmail.com,Nathan Weber,Female,18-40,AU004,Canada,LO003,90479.0,2367.0,4808.0,959.0,698.24,40372.15,Jesus Rivera,EX004
C338,2023-07-20,2023-07-25,Facebook,CH005,Sales,CT002,"Holloway, Cox and Ford",CL 046,7800 Dorsey Tunnel Suite 734,West Tracy,UT,56027,joseph49@hodges-campbell.com,Dennis Carr,Adults,18-40,AU001,USA,LO001,45324.0,5959.0,3581.0,457.0,7528.01,81074.26,Brandon Townsend Jr.,EX002
C339,2023-02-10,2023-02-11,Facebook,CH005,Sales,CT002,"Cohen, Williams and Hess",CL 061,93243 Lee Loop Apt. 832,North Jonathanland,MP,43605-6685,shawn39@gmail.com,Mr. Nicholas Ramirez,Female,18-40,AU004,Europe,LO004,27111.0,2477.0,2521.0,990.0,28375.26,42239.83,Jesus Rivera,EX004
C340,2023-05-25,2023-06-24,Email,CH002,Sales,CT002,Jackson Inc,CL 015,96299 Miller Spur,Jensenfurt,CA,97794-3156,jeremy09@yahoo.com,Karen Rivers,Female,40-60,AU010,India,LO008,34553.0,2001.0,3205.0,419.0,36749.69,41157.41,Thomas Ryan,EX003
C341,2023-02-06,2023-03-04,Instagram,CH004,Sales,CT002,Jones LLC,CL 035,89103 Jennings Cape Suite 740,South Dianafort,FL,68504,norrisjames@pearson-burton.biz,Danielle Hernandez,Female,40-60,AU010,Australia,LO007,62065.0,6285.0,1515.0,854.0,32671.28,47398.38,Aaron Faulkner,EX009
C342,2023-07-11,2023-07-16,TikTok,CH003,Sign Up,CT001,Wade PLC,CL 041,3571 Harvey Centers,Ronaldfurt,NY,35589-6805,nhall@hotmail.com,Lacey Crane,Female,18-40,AU004,UK,LO006,74991.0,9053.0,3267.0,585.0,39089.76,0.0,Lauren Riggs,EX001
C343,2023-07-26,2023-08-02,YouTube,CH001,Sales,CT002,Nunez-Bowers,CL 020,6821 Walker Via Suite 228,Lake Jessica,NE,05036-1909,michelle44@yahoo.com,James Woods,Male,18-40,AU009,LATAM,LO002,1227.0,9205.0,3710.0,144.0,34556.03,68992.86,Wesley Simon,EX005
C344,2023-11-22,2023-12-18,Facebook,CH005,Sales,CT002,Hughes-Sullivan,CL 076,5874 Guerra Courts Suite 368,South Codyhaven,OR,93465,williamsnathaniel@yahoo.com,Roy Obrien,Adults,40-60,AU007,Japan,LO005,40577.0,9454.0,2720.0,346.0,43924.28,30650.63,Brandon Townsend Jr.,EX002
C345,2023-11-13,2023-11-20,Email,CH002,Sales,CT002,Weaver-Hoover,CL 007,050 Andrews Green,North Renee,VT,22014-1131,jacqueline32@dominguez.biz,Kathy Mahoney,Seniors,60+,AU006,LATAM,LO002,77919.0,1689.0,2509.0,736.0,10345.35,76816.5,Brandon Townsend Jr.,EX002
C346,2023-04-06,2023-05-04,YouTube,CH001,Sales,CT002,Wade PLC,CL 041,3571 Harvey Centers,Ronaldfurt,NY,35589-6805,nhall@hotmail.com,Lacey Crane,Adults,40-60,AU007,India,LO008,13936.0,9723.0,3815.0,735.0,45860.88,56896.24,Lauren Riggs,EX001
C347,2023-10-23,2023-11-13,Instagram,CH004,Sales,CT002,Thomas-Proctor,CL 031,820 Butler Streets Suite 875,North Denisehaven,WV,66736-0964,brownmario@leonard.com,Angela Moore,Seniors,60+,AU006,Australia,LO007,39609.0,6236.0,2702.0,76.0,32263.84,43376.67,Wesley Simon,EX005
C348,2023-10-07,2023-10-18,Instagram,CH004,Sign Up,CT001,"Morris, Johnson and Anderson",CL 021,065 John Street,West Adamchester,NV,72944-3914,johnsondonald@meyer.com,Sandy Mathis,Adults,18-40,AU001,UK,LO006,78985.0,6122.0,2808.0,231.0,1609.43,0.0,Kyle Serrano,EX010
C349,2023-04-28,2023-05-26,TikTok,CH003,Sales,CT002,"Brown, Lawrence and Collins",CL 054,069 Jeffrey Neck,North Jeffreyberg,VI,70669-3291,tracyfields@evans.com,Thomas Fleming,Female,60+,AU002,UK,LO006,84692.0,4443.0,1950.0,636.0,22204.98,27898.87,Michael Camacho,EX007
C350,2023-03-03,2023-03-11,Facebook,CH005,Sign Up,CT001,Daniels Group,CL 049,567 Jill Motorway,Sarabury,GU,20455-6244,michael10@gmail.com,Annette Rice,Seniors,60+,AU006,Europe,LO004,71367.0,7691.0,2030.0,324.0,46223.77,0.0,Wesley Simon,EX005
C351,2023-08-05,2023-08-11,TikTok,CH003,Sales,CT002,Phillips-Lewis,CL 057,152 Munoz Spur,Richardbury,NE,64820-6682,ssullivan@yahoo.com,April Williams,Male,60+,AU005,LATAM,LO002,6660.0,6973.0,1346.0,670.0,31853.68,67043.7,Aaron Faulkner,EX009
C352,2023-11-21,2023-12-13,YouTube,CH001,Sales,CT002,Phillips-Lewis,CL 057,152 Munoz Spur,Richardbury,NE,64820-6682,ssullivan@yahoo.com,April Williams,Male,40-60,AU003,USA,LO001,30850.0,9090.0,2787.0,175.0,40566.54,42042.17,Aaron Faulkner,EX009
C353,2023-07-29,2023-08-18,Email,CH002,Sign Up,CT001,Benjamin and Sons,CL 068,861 Knox Cape Apt. 731,Lake John,CA,62474,lrice@yahoo.com,Derek Juarez,Female,60+,AU002,USA,LO001,39837.0,825.0,2261.0,798.0,1039.71,0.0,Thomas Ryan,EX003
C354,2023-06-01,2023-06-28,TikTok,CH003,Sales,CT002,"Ramos, Gomez and Garcia",CL 056,PSC 8675,Box 2798,APO AA,AA 82949-7770,huntdavid@orr.info,Eric Harrison,Female,40-60,AU010,Europe,LO004,5248.0,3951.0,1472.0,610.0,26243.22,60758.8,Kyle Serrano,EX010
C355,2023-10-03,2023-10-11,Email,CH002,Sales,CT002,Roberts-Howe,CL 066,64572 Dawn Forges Suite 455,South Samantha,PA,33248-5599,mckenziebrandon@allen.biz,Robert Mcintosh,Female,18-40,AU004,Canada,LO003,82370.0,6297.0,2581.0,524.0,10418.8,53120.93,Brandon Townsend Jr.,EX002
C356,2023-05-27,2023-06-05,Instagram,CH004,Sales,CT002,Benjamin and Sons,CL 068,861 Knox Cape Apt. 731,Lake John,CA,62474,lrice@yahoo.com,Derek Juarez,Adults,40-60,AU007,India,LO008,19701.0,7102.0,3424.0,430.0,28023.81,46998.76,Thomas Ryan,EX003
C357,2023-08-09,2023-08-23,Instagram,CH004,Sales,CT002,Wall-Cruz,CL 073,7470 Harris Roads Suite 137,Brookefort,MP,32507,davidponce@turner-copeland.com,Robert Cruz,Female,18-40,AU004,USA,LO001,46745.0,2937.0,3576.0,236.0,2764.85,48675.35,Becky Brown,EX006
C358,2023-12-02,2024-01-01,TikTok,CH003,Sales,CT002,"Brown, Lawrence and Collins",CL 054,069 Jeffrey Neck,North Jeffreyberg,VI,70669-3291,tracyfields@evans.com,Thomas Fleming,Teens,13-19,AU008,India,LO008,41510.0,3388.0,2783.0,190.0,30707.14,52866.39,Michael Camacho,EX007
C359,2023-06-27,2023-07-15,TikTok,CH003,Sales,CT002,Hughes-Sullivan,CL 076,5874 Guerra Courts Suite 368,South Codyhaven,OR,93465,williamsnathaniel@yahoo.com,Roy Obrien,Adults,40-60,AU007,Australia,LO007,54038.0,4575.0,94.0,915.0,25592.96,41950.32,Brandon Townsend Jr.,EX002
C360,2023-07-25,2023-08-05,YouTube,CH001,Sales,CT002,Nunez-Bowers,CL 020,6821 Walker Via Suite 228,Lake Jessica,NE,05036-1909,michelle44@yahoo.com,James Woods,Female,60+,AU002,Australia,LO007,44029.0,7668.0,3668.0,199.0,16850.43,55881.7,Wesley Simon,EX005
C361,2023-03-12,2023-04-05,Instagram,CH004,Sales,CT002,"Green, Lloyd and Ball",CL 047,30284 Villarreal Passage Apt. 698,Brownshire,NV,89609-0041,wrightlucas@yahoo.com,Shelly Stafford,Male,18-40,AU009,India,LO008,34677.0,5259.0,573.0,615.0,42692.31,38240.29,Jesus Rivera,EX004
C362,2023-09-22,2023-10-06,Facebook,CH005,Sales,CT002,"Salinas, Rodriguez and Bowman",CL 074,04604 Davidson Underpass Apt. 439,Lake Tiffany,DC,35416,gutierrezjames@yahoo.com,Laura Caldwell,Male,18-40,AU009,Canada,LO003,55335.0,4187.0,380.0,254.0,15784.02,75128.21,Thomas Ryan,EX003
C363,2023-06-19,2023-07-10,Instagram,CH004,Sales,CT002,Benjamin and Sons,CL 068,861 Knox Cape Apt. 731,Lake John,CA,62474,lrice@yahoo.com,Derek Juarez,Seniors,60+,AU006,Canada,LO003,12334.0,4312.0,4502.0,356.0,40403.04,23153.0,Thomas Ryan,EX003
C364,2023-09-10,2023-10-09,YouTube,CH001,Sales,CT002,Edwards-Hoover,CL 069,86879 Carol Cove,North Evanton,MT,25565,bryantmichelle@rocha.com,Erika Owens,Female,18-40,AU004,UK,LO006,63075.0,3730.0,2620.0,891.0,2350.25,55846.26,Melissa Haynes,EX008
C365,2023-08-19,2023-09-15,Email,CH002,Sales,CT002,Reyes-Rios,CL 030,49937 Christopher Unions,Gutierrezmouth,MI,13751-5785,cunninghamjerry@gmail.com,Eric Davis,Female,18-40,AU004,Japan,LO005,79399.0,2399.0,2350.0,333.0,36159.01,62608.73,Wesley Simon,EX005
C366,2023-03-04,2023-03-10,Email,CH002,Sign Up,CT001,Roberts-Howe,CL 066,64572 Dawn Forges Suite 455,South Samantha,PA,33248-5599,mckenziebrandon@allen.biz,Robert Mcintosh,Teens,13-19,AU008,LATAM,LO002,57120.0,6187.0,2724.0,679.0,40100.6,0.0,Brandon Townsend Jr.,EX002
C367,2023-09-11,2023-09-17,Instagram,CH004,Sign Up,CT001,Harmon Inc,CL 075,3532 Carla Spurs Suite 631,East Susanside,VA,63110-6508,steven77@miller.com,Heidi Black,Teens,13-19,AU008,India,LO008,59323.0,6162.0,4979.0,927.0,30465.95,0.0,Kyle Serrano,EX010
C368,2023-01-21,2023-02-04,Facebook,CH005,Sales,CT002,Vaughan Group,CL 051,PSC 0937,Box 0339,APO AP,AP 98521,baldwinhailey@klein-fitzgerald.com,Ashley Carter,Female,18-40,AU004,India,LO008,5176.0,2802.0,461.0,458.0,23154.7,23153.0,Jesus Rivera,EX004
C369,2023-02-14,2023-02-23,YouTube,CH001,Sales,CT002,Anderson Inc,CL 034,Unit 0015 Box 7678,DPO AE 55030-2816,,,jgomez@gmail.com,Morgan Gross,Adults,40-60,AU007,Europe,LO004,39910.0,1220.0,2062.0,777.0,32712.56,56268.62,Thomas Ryan,EX003
C370,2023-01-15,2023-01-27,Facebook,CH005,Sign Up,CT001,Walter Ltd,CL 017,591 Gallegos Shore,East Jennifer,VT,67675,gravessusan@gonzalez.com,Sarah Warren,Adults,18-40,AU001,Canada,LO003,93626.0,8744.0,4045.0,668.0,22340.68,0.0,Aaron Faulkner,EX009
C371,2023-09-27,2023-10-25,Instagram,CH004,Sign Up,CT001,Edwards-Hoover,CL 069,86879 Carol Cove,North Evanton,MT,25565,bryantmichelle@rocha.com,Erika Owens,Adults,40-60,AU007,Japan,LO005,5881.0,6546.0,3634.0,810.0,45605.32,0.0,Melissa Haynes,EX008
C372,2023-12-12,2023-12-15,Email,CH002,Sign Up,CT001,Green-Blake,CL 050,230 Brandon Bypass Apt. 679,New Melissa,TN,37505-3043,karenpayne@yahoo.com,Dustin Ramirez,Female,40-60,AU010,LATAM,LO002,97247.0,5446.0,2871.0,40.0,48979.54,0.0,Jesus Rivera,EX004
C373,2023-10-12,2023-11-10,Instagram,CH004,Sales,CT002,Walter Ltd,CL 017,591 Gallegos Shore,East Jennifer,VT,67675,gravessusan@gonzalez.com,Sarah Warren,Female,18-40,AU004,USA,LO001,66525.0,9053.0,1150.0,441.0,19243.94,52333.95,Aaron Faulkner,EX009
C374,2023-04-01,2023-04-13,TikTok,CH003,Sign Up,CT001,Mitchell-Rojas,CL 064,Unit 7421 Box 5134,DPO AE 60814,,,johnathan43@hotmail.com,Benjamin Anthony,Seniors,60+,AU006,Canada,LO003,32144.0,2105.0,1305.0,678.0,13186.51,0.0,Thomas Ryan,EX003
C375,2023-10-19,2023-10-26,TikTok,CH003,Sales,CT002,"Salinas, Rodriguez and Bowman",CL 074,04604 Davidson Underpass Apt. 439,Lake Tiffany,DC,35416,gutierrezjames@yahoo.com,Laura Caldwell,Female,18-40,AU004,UK,LO006,85592.0,3214.0,4379.0,989.0,4616.13,33660.88,Thomas Ryan,EX003
C376,2023-10-17,2023-11-01,Email,CH002,Sales,CT002,Cunningham-Little,CL 042,Unit 5043 Box 8770,DPO AP 84852,,,christopher51@watson.net,Stephanie Fernandez,Adults,18-40,AU001,Japan,LO005,54512.0,5011.0,2068.0,746.0,6916.23,23153.0,Becky Brown,EX006
C377,2023-06-19,2023-07-19,YouTube,CH001,Sales,CT002,White Ltd,CL 005,172 Angela Crescent Apt. 306,North Laura,HI,69094-7497,jeremy56@gmail.com,Nathan Weber,Adults,18-40,AU001,Europe,LO004,11895.0,3009.0,4583.0,550.0,46614.15,66192.86,Jesus Rivera,EX004
C378,2023-03-27,2023-04-09,Facebook,CH005,Sales,CT002,Benjamin and Sons,CL 068,861 Knox Cape Apt. 731,Lake John,CA,62474,lrice@yahoo.com,Derek Juarez,Male,18-40,AU009,Japan,LO005,45023.0,8833.0,1199.0,758.0,9370.01,24776.1,Thomas Ryan,EX003
C379,2023-11-19,2023-12-11,Facebook,CH005,Sign Up,CT001,Harmon Inc,CL 075,3532 Carla Spurs Suite 631,East Susanside,VA,63110-6508,steven77@miller.com,Heidi Black,Female,40-60,AU010,LATAM,LO002,55320.0,7773.0,3976.0,172.0,7885.02,0.0,Kyle Serrano,EX010
C380,2023-09-13,2023-09-18,Email,CH002,Sales,CT002,Wall-Cruz,CL 073,7470 Harris Roads Suite 137,Brookefort,MP,32507,davidponce@turner-copeland.com,Robert Cruz,Adults,40-60,AU007,Australia,LO007,12966.0,126.0,1740.0,954.0,27597.6,40970.27,Becky Brown,EX006
C381,2023-09-02,2023-09-26,Instagram,CH004,Sales,CT002,Walter Ltd,CL 017,591 Gallegos Shore,East Jennifer,VT,67675,gravessusan@gonzalez.com,Sarah Warren,Adults,40-60,AU007,UK,LO006,12461.0,9530.0,4701.0,958.0,45228.81,55512.65,Aaron Faulkner,EX009
C382,2023-10-13,2023-11-03,YouTube,CH001,Sales,CT002,Valentine-Dunn,CL 027,723 Julia Burg,Bartonhaven,VT,86914,gharrington@yahoo.com,Nathan May,Female,40-60,AU010,Europe,LO004,85662.0,553.0,2491.0,36.0,49271.9,56077.28,Melissa Haynes,EX008
C383,2023-02-08,2023-03-01,Email,CH002,Sales,CT002,"Brown, Lawrence and Collins",CL 054,069 Jeffrey Neck,North Jeffreyberg,VI,70669-3291,tracyfields@evans.com,Thomas Fleming,Male,40-60,AU003,Europe,LO004,76001.0,8906.0,4691.0,741.0,23997.93,67120.68,Michael Camacho,EX007
C384,2023-08-11,2023-08-24,Instagram,CH004,Sign Up,CT001,"Weaver, Garner and Ramos",CL 002,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,52632-7557,oscott@gmail.com,Melinda Johnston,Male,40-60,AU003,USA,LO001,90070.0,5646.0,4905.0,115.0,21483.36,0.0,Brandon Townsend Jr.,EX002
C385,2023-06-21,2023-07-18,Facebook,CH005,Sales,CT002,Lopez PLC,CL 001,0806 Watson Drive Suite 662,Port Andrea,DE,42578-2286,zmcintyre@bauer.info,Barbara Walker,Teens,13-19,AU008,India,LO008,98221.0,1609.0,694.0,962.0,33098.62,62926.52,Lauren Riggs,EX001
C386,2023-07-29,2023-08-21,Email,CH002,Sign Up,CT001,"Arnold, Smith and Ward",CL 058,Unit 2316 Box 4709,DPO AA 90463-5066,,,michelle93@pineda-small.com,Karen Bryan,Adults,18-40,AU001,Europe,LO004,14268.0,4122.0,3569.0,58.0,16224.16,0.0,Jesus Rivera,EX004
C387,2023-02-18,2023-03-03,Email,CH002,Sign Up,CT001,Daniels Group,CL 049,567 Jill Motorway,Sarabury,GU,20455-6244,michael10@gmail.com,Annette Rice,Female,18-40,AU004,Europe,LO004,32507.0,6894.0,4085.0,223.0,26972.36,0.0,Wesley Simon,EX005
C388,2023-02-17,2023-02-27,Facebook,CH005,Sales,CT002,Schneider PLC,CL 014,872 Davila Ville Apt. 985,Millerland,GA,42888,beasleycraig@yahoo.com,Stephen Murphy,Female,60+,AU002,UK,LO006,33807.0,365.0,2809.0,340.0,28373.59,66861.51,Lauren Riggs,EX001
C389,2023-04-09,2023-05-02,Email,CH002,Sales,CT002,Pearson-Shah,CL 077,5117 Suzanne Branch,Barnesmouth,VA,53846,anthony54@perez.com,Shannon Martinez,Male,60+,AU005,Australia,LO007,13500.0,5887.0,1659.0,841.0,35003.42,24050.41,Jesus Rivera,EX004
C390,2023-08-19,2023-08-29,TikTok,CH003,Sales,CT002,Ramirez-Wilson,CL 011,6802 Scott Ways,Jasonbury,NM,94299-7873,robertellis@simpson-gutierrez.com,Christine Nguyen,Female,18-40,AU004,UK,LO006,42962.0,7683.0,4799.0,962.0,15216.91,58772.06,Becky Brown,EX006
C391,2023-09-27,2023-10-19,YouTube,CH001,Sign Up,CT001,Lopez PLC,CL 001,0806 Watson Drive Suite 662,Port Andrea,DE,42578-2286,zmcintyre@bauer.info,Barbara Walker,Adults,18-40,AU001,Australia,LO007,48643.0,7300.0,4388.0,812.0,3354.7,0.0,Lauren Riggs,EX001
C392,2023-08-22,2023-09-14,TikTok,CH003,Sign Up,CT001,Edwards LLC,CL 043,123 Amanda Summit,Lake Marietown,IL,81773-5493,tinamckay@sharp-smith.com,Matthew Davis,Female,18-40,AU004,Canada,LO003,11377.0,4422.0,2483.0,551.0,30209.41,0.0,Melissa Haynes,EX008
C393,2023-04-20,2023-05-11,Email,CH002,Sales,CT002,Daniels Group,CL 049,567 Jill Motorway,Sarabury,GU,20455-6244,michael10@gmail.com,Annette Rice,Male,40-60,AU003,LATAM,LO002,69975.0,4163.0,850.0,526.0,26926.91,65872.85,Wesley Simon,EX005
C394,2023-10-12,2023-10-28,Instagram,CH004,Sales,CT002,Green-Blake,CL 050,230 Brandon Bypass Apt. 679,New Melissa,TN,37505-3043,karenpayne@yahoo.com,Dustin Ramirez,Female,60+,AU002,India,LO008,81464.0,4348.0,2085.0,286.0,40831.66,66740.57,Jesus Rivera,EX004
C395,2023-11-19,2023-12-16,Email,CH002,Sales,CT002,"Russell, Wilson and Rogers",CL 004,27907 Deborah Hill Suite 235,Abigailbury,CO,58408,michael78@yahoo.com,Michael Howard,Male,40-60,AU003,USA,LO001,90827.0,352.0,3835.0,955.0,7591.04,44963.08,Thomas Ryan,EX003
C396,2023-09-23,2023-10-19,Facebook,CH005,Sales,CT002,Drake-Vasquez,CL 038,8980 Cox Park,South Robert,NV,66099-6728,tylersheila@hicks.com,Teresa Doyle,Male,40-60,AU003,Canada,LO003,57979.0,5433.0,1810.0,776.0,30085.51,51956.86,Michael Camacho,EX007
C397,2023-04-24,2023-05-06,Instagram,CH004,Sales,CT002,Bernard and Sons,CL 044,8622 Ricky Knoll,New Jenniferville,GA,79764-9207,johnsonrobert@white.com,Julia Moore,Adults,18-40,AU001,LATAM,LO002,64139.0,1649.0,1286.0,53.0,26663.06,34806.06,Thomas Ryan,EX003
C398,2023-06-04,2023-07-03,Email,CH002,Sign Up,CT001,"Brown, Lawrence and Collins",CL 054,069 Jeffrey Neck,North Jeffreyberg,VI,70669-3291,tracyfields@evans.com,Thomas Fleming,Female,40-60,AU010,Europe,LO004,41173.0,8846.0,4195.0,759.0,34894.27,0.0,Michael Camacho,EX007
C399,2023-05-15,2023-06-03,Facebook,CH005,Sales,CT002,Anderson Inc,CL 034,Unit 0015 Box 7678,DPO AE 55030-2816,,,jgomez@gmail.com,Morgan Gross,Teens,13-19,AU008,UK,LO006,19507.0,2180.0,4943.0,855.0,3071.88,58378.27,Thomas Ryan,EX003
C400,2023-02-14,2023-03-08,YouTube,CH001,Sales,CT002,"Fox, Carter and Cunningham",CL 033,99919 Michelle Green Apt. 424,West Hannah,KY,63482-6699,bradymcclain@hotmail.com,Andre Manning,Male,60+,AU005,Canada,LO003,53683.0,4779.0,2309.0,576.0,19770.88,42426.45,Brandon Townsend Jr.,EX002
C401,2023-06-16,2023-06-22,TikTok,CH003,Sign Up,CT001,Vaughan Group,CL 051,PSC 0937,Box 0339,APO AP,AP 98521,baldwinhailey@klein-fitzgerald.com,Ashley Carter,Seniors,60+,AU006,Japan,LO005,30392.0,8755.0,4651.0,274.0,43882.98,0.0,Jesus Rivera,EX004
C402,2023-08-31,2023-09-28,TikTok,CH003,Sales,CT002,Williams PLC,CL 062,911 Thomas Manors,Longchester,ID,62649-9748,sanchezangela@butler.com,Reginald Lee,Adults,18-40,AU001,Canada,LO003,64838.0,5528.0,4967.0,544.0,36371.93,23153.0,Michael Camacho,EX007
C403,2023-01-18,2023-01-27,Facebook,CH005,Sales,CT002,"Morris, Johnson and Anderson",CL 021,065 John Street,West Adamchester,NV,72944-3914,johnsondonald@meyer.com,Sandy Mathis,Seniors,60+,AU006,Canada,LO003,84720.0,3282.0,3809.0,133.0,15789.04,84647.47,Kyle Serrano,EX010
C404,2023-07-21,2023-07-29,TikTok,CH003,Sign Up,CT001,"Ramos, Gomez and Garcia",CL 056,PSC 8675,Box 2798,APO AA,AA 82949-7770,huntdavid@orr.info,Eric Harrison,Adults,18-40,AU001,USA,LO001,49653.0,7227.0,1534.0,408.0,6356.59,0.0,Kyle Serrano,EX010
C405,2023-03-30,2023-04-18,YouTube,CH001,Sales,CT002,White Ltd,CL 005,172 Angela Crescent Apt. 306,North Laura,HI,69094-7497,jeremy56@gmail.com,Nathan Weber,Female,40-60,AU010,Japan,LO005,26891.0,793.0,3036.0,286.0,37946.91,69032.73,Jesus Rivera,EX004
C406,2023-08-21,2023-09-20,YouTube,CH001,Sales,CT002,Nunez-Bowers,CL 020,6821 Walker Via Suite 228,Lake Jessica,NE,05036-1909,michelle44@yahoo.com,James Woods,Female,60+,AU002,LATAM,LO002,33484.0,9450.0,487.0,702.0,8459.03,75697.75,Wesley Simon,EX005
C407,2023-10-07,2023-10-13,Email,CH002,Sales,CT002,Lyons PLC,CL 022,20804 Burgess Trace,Petersenburgh,WV,31082,nicholastaylor@yahoo.com,Sharon Crawford,Adults,18-40,AU001,USA,LO001,8729.0,8324.0,3786.0,579.0,30702.3,40361.83,Lauren Riggs,EX001
C408,2023-10-01,2023-10-14,Facebook,CH005,Sign Up,CT001,Nunez-Bowers,CL 020,6821 Walker Via Suite 228,Lake Jessica,NE,05036-1909,michelle44@yahoo.com,James Woods,Male,18-40,AU009,UK,LO006,35652.0,8067.0,1099.0,896.0,15209.02,0.0,Wesley Simon,EX005
C409,2023-08-18,2023-09-08,Instagram,CH004,Sign Up,CT001,"Jones, Miranda and Martin",CL 055,45011 Marc Roads Apt. 548,Johnsonbury,NJ,40892,kristenhoward@yahoo.com,Christine Barnes,Male,40-60,AU003,Australia,LO007,68515.0,8051.0,922.0,309.0,8545.09,0.0,Thomas Ryan,EX003
C410,2023-09-15,2023-10-09,TikTok,CH003,Sales,CT002,Vaughan Group,CL 051,PSC 0937,Box 0339,APO AP,AP 98521,baldwinhailey@klein-fitzgerald.com,Ashley Carter,Adults,40-60,AU007,USA,LO001,56270.0,2520.0,826.0,342.0,47294.46,41131.6,Jesus Rivera,EX004
C411,2023-10-11,2023-10-15,Instagram,CH004,Sign Up,CT001,Williams PLC,CL 062,911 Thomas Manors,Longchester,ID,62649-9748,sanchezangela@butler.com,Reginald Lee,Male,18-40,AU009,Canada,LO003,90402.0,3802.0,980.0,580.0,9976.49,0.0,Michael Camacho,EX007
C412,2023-07-06,2023-07-23,Instagram,CH004,Sales,CT002,Lopez PLC,CL 001,0806 Watson Drive Suite 662,Port Andrea,DE,42578-2286,zmcintyre@bauer.info,Barbara Walker,Male,40-60,AU003,India,LO008,42778.0,9459.0,4269.0,127.0,4637.68,49981.47,Lauren Riggs,EX001
